source_id,job_title,job_description,company_name,mid_salary_sgd,pay_period,country_location,city_location
79,Wordpress Developer,"Skill Set : PHP or HyperText Preprocessor, CSS and HTML, JavaScript, Basic Photoshop, BootStrap and MySQL, Business Skills

Experience Required : 2-5 years

Description :

Job Description:

-Proven work experience as a WordPress Developer.

-Knowledge of front-end technologies including CSS3, JavaScript, HTML5, and jQuery.

-Knowledge of code versioning tools including Git, Mercurial, and SVN.

-Experience working with debugging tools such as Chrome Inspector and Firebug.

-Good understanding of website architecture and aesthetics.

-Ability to project manage.

-Good communication skills.",BluePeak Software,6291.67,Monthly,Singapore,Singapore
80,Software Engineer,"Software Engineer (Pune + 90784)
Who are we?
Every day, billions of transactions, calls and messages that hold the world’s communications fabric together run on systems that Amdocs has helped to create.

Because we work with some of the largest and most innovative companies on the planet, our work makes an impact. Over the past four decades, we have continually reinvented ourselves, and as we keep moving into exciting new areas such as media, gaming, IoT, 5G, cloud services and more, there are always opportunities for us to grow and develop. We will nurture your entrepreneurial instincts with open doors and promote your ability to seize the day. Our company is built of amazing people, a supportive atmosphere and a culture built on mutual support, respect and a “feel good factor” that can only happen in a workplace built by the kind of people that Amdocs employs.

Make your career journey with us.
In one sentence
Responsible for design, develop, modify, debug and/or maintain software systems.

Responsible for one or more specific modules within a large software system scope
What will your job look like?
You will design, develop, modify, debug and/or maintain software code according to functional, non-functional and technical design specifications.
You will follow Amdocs software engineering standards, applicable software development methodology and release processes, to ensure code is maintainable, scalable , supportable and demo the software products to stakeholders
You will investigate issues by reviewing/debugging code, provides fixes and workarounds, and reviews changes for operability to maintain existing software solutions.
You will work within a team, collaborate and add value through participation in peer code reviews, provide comments and suggestions, work with cross functional teams to achieve goals.
You will assume technical accountability for your specific work products within an application and provide technical support during solution design for new requirements.
You will be encourage to actively look for innovation and continuous improvement, efficiency in all assigned tasks.
All you need is...
Total Experience- 2- 4 years

Hands-on experience in Java 1.8 , Spring Boot , RestAPI development, JUnit Unit testing , Unix/Linux , shell scripting, Windows , Oracle SQL.

Understanding of Microservices development, DevOps and CICD and tools for CI is important.

Knowledge / experience in Hibernate and cloud framework / MS architecture , Agile / SAFe methodologies for software development is preferred.

You will be required to work in an Agile environment on the scrum team to design the back end system in a leading service provider for their promotions and rewards.

Independently develop the requirements on the user stories.

Actively participate in User story refinement , design of the solution and develop the same to meet or exceed the acceptance criteria. Also one should be open to support testing when required and coordinate to resolve cross team dependencies impeding progress. Able to perform debugging and triaging of issues and provide fixes as required ; especially in high pressure situations.

Excellent verbal and written communication skills and ability to work in a collaborative manner with peers across different time zones. Passionate about good design and code quality and have strong engineering practices.
Why you will love this job:
You will be challenged with design and develop new software applications
You will have the opportunity to work in a growing organization, with ever growing opportunities for personal growth
You will have the opportunity to work with the industry most advanced technologies

Software Engineer (Pune + 90784)",Northstar Consulting,46500.0,Annual,China,Xi'an
81,Django Developer,"We are looking for a Python(Django) Web Developer responsible for managing the interchange of data between the server and the users.
Your primary focus will be the development of all server-side logic, ensuring high performance and responsiveness to requests from the front-end.
You will also be responsible for integrating the front-end elements built by your co-workers into the application; therefore, a basic understanding of front-end technologies is necessary as well.
Responsibilities :
Writing reusable, testable, and efficient code
Design and implementation of low-latency, high-availability, and performance applications
Integration of user-facing elements developed by front-end developers with server side logic
Implementation of security and data protection
Integration of data storage solutions {{may include databases, key-value stores, blob stores, etc.}}
Skills And Qualifications :
Expert in Python, with good knowledge of Python web framework Django
Familiarity with some ORM (Object Relational Mapper) libraries
Able to integrate multiple data sources and databases into one system
Good understanding of server-side templating languages
Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3
Knowledge of user authentication and authorization between multiple systems, servers, and environments
Understanding of fundamental design principles behind a scalable application
Familiarity with event-driven programming in Python
Understanding of the differences between multiple delivery platforms, such as mobile vs desktop, and optimizing output to match the specific platform
Able to create database schemas that represent and support business processes
Strong unit test and debugging skills
Proficient understanding of code versioning tools Git
Expected Start Date: 2/11/2020

Job Types: Full-time, Walk-In

Salary: ₹30,000.00 - ₹50,000.00 per month

Supplemental Pay:
Performance bonus
Yearly bonus
Experience:
work: 2 years (Required)
total work: 2 years (Required)
Python: 2 years (Required)
Education:
Bachelor's (Required)
Work Remotely:
Temporarily due to COVID-19",QuantumLeaf Networks,8291.67,Monthly,Singapore,Singapore
82,Wordpress Developer,"Job Title: WordPress Developer

Experience: 1-3 years

Department: Web Design

Eligibility : Graduate in any Discipline

Job Summary: We are currently seeking a full-time, Wordpress developer to join our team in Webdura Technologies, Infopark, Kochi.

Duties would primarily consist of develops custom, often complex WordPress-based solutions, Provide leadership in finding/developing new technologies and methods to advance the company’s web offerings. Aids other developers with system design and implementation.

Applicants will be expected to provide examples of work, if available, and may be asked to complete a coding challenge.

Professional Skills

• Strong knowledge of WordPress / WooCommerce.

• Understanding the full behavior of PHP, MySQL, Bootstrap, Jquery, JavaScript, CSS, Ajax

• Knowledge of front-end technologies, such as JavaScript, HTML5, CSS3, JQuery, etc;

• Familiarity with SQL/NoSQL databases and their declarative query languages

• Proficient understanding of code versioning tools, such as SVN, Git, Bitbucket

• Strong skill of Linux, Nginx

• Experience of web deployment, maintenance, operation

• Experience in developing and deploying e-commerce solution is desired

• Strong skills in Social media API integrations, Payment gateway API

• integrations, API development is desired

• Experience in AWS/Cloud Server environment is desired

• Good understanding of architecture and design of WordPress based websites

• Expert at creating custom plugins.

Must-Have Skills

• Must have dedication and commitment towards work

• Must possess good English communication skills & must be a good team player

• Should be polite in communications, especially while communicating to client / onsite

Job Type: Full-time

Schedule:
Day shift
Experience:
WordPress: 1 year (Preferred)
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)",InnoWave Labs,87500.0,Annual,Singapore,Singapore
83,DevOps Engineer,"We're ADVANCED

We’re one of the UK’s largest and fastest growing software companies. True partnership is the defining thing that enables us to stand out from the competition. We pride ourselves on delivering focused software solutions for the public sector, enterprise commercial and health & care organizations that simplify complex business challenges and deliver immediate and high-quality value.

POST TITLE: DevOps Engineer

LOCATION: Bangalore - India

REPORTING TO: Respective Line Manager

EXPERIENCE LEVEL: 3-6 Years

JOB DESCRIPTION:

Exciting opportunity to join the DevOps Centre Of Excellence as a DevOps Engineer.

The successful candidate will work with teams across the business. Working with multiple technology stacks in a wide variety of environments. The role will involve:

o Creating and enhancing automation (CI/CD)

o Expanding the toolchain functionality and availability, including adding integration points to the toolchain API

o Working with teams to improve processes

o Defining and delivering key development and operational patterns and practices.

The candidate will need to have a positive attitude and a strong desire to learn. The team works very closely together and the candidate will need to be a strong fit able to work with all team members as well as independently.

Key to success in the role is:

o Able self manage multiple concurrent small projects, including managing priorities between projects

o Strong problem solving

o Able to quickly learn and on-board new technologies

o Strong communication and documentation skills

The successful candidate will work with the following key technologies and should be skilled in at least 2 of the following, with knowledge of at least 4

o Jenkins Build Pipelines (Groovy)

o Node.js

o AWS CloudFormation

o PowerShell

o Bash

o Docker

o AWS Services (EC2, ECS, S3, IAM, SNS, SQS, Lambda, API Gateway)",EverGrid Innovations,10541.67,Monthly,Singapore,Singapore
84,iOS Developer,"Job title: Software Engineer (IOS Developer)

Siemens
founded the new business unit Siemens Advanta (formerly known as Siemens IoT
Services) on April 1, 2019 with its headquarter in Munich, Germany. It has been
crafted to unlock the digital future of its clients by offering end-to-end
support on their outstanding digitalization journey. Siemens Advanta is a
strategic advisor and a trusted implementation partner in digital
transformation and industrial IoT with a global network of more than 8000
employees in 10 countries and 21 offices. Highly skilled and experienced
specialists offer services which range from consulting to craft &
prototyping to solution & implementation and operation – everything out of
one hand!

Before
our software developers write even a single line of code, they have to
understand what drives our customers. What is the environment? What is the user
story based on? Implementation means – trying, testing, and improving outcomes
until a final solution emerges. Knowledge means exchange – discussions with
colleagues from all over the world. Join our Digitalization Technology and
Services (DTS) team based in Bangalore and enjoy the freedom to think in
completely new categories!

This is your role. What part will you play?
As
IOS developer responsible for research, design, coding, debug and testing
of new or existing features
Crafting
and integrating software applications running on multiple platform types
into overall architecture
Ability
to efficient communicate product architectures and support engineers for
design and problem-solving proposals and negotiate options with onsite
partners.
the
newest technology in encouraging the aim of the company and the product
We
don’t need superheroes, just super minds
You
must have Qualification: BE / B.Tech / MCA / ME / M.Tech with minimum 3+
years of Confirmed experience in IOS development
Must
have ability to write clean code, hands-on experience in unit testing
Must
have strong knowledge of SOLID principles
Must
have hands on experience of design pattern
Must
have knowledge in data structures and analysis techniques
Experienced
in source control and partnership tools like GIT and TFS
Experience
in overall architecture of software applications for products and
solutions
Strong
analytical and problem-solving abilities, with quick adaptation to new
technologies and methodologies
Understanding
of agile development, and scrum methodology is desirable
Excellent
Written and Verbal communication skills
We’ve got quite a lot to offer. How about you?

This
role is in Bangalore, where you’ll get the chance to work with teams impacting
entire cities, countries – and the craft of things to come.

We’re
Siemens. A collection of over 379,000 minds building the future, one day at a
time in over 200 countries. We're dedicated to equality, and we encourage
applications that reflect the diversity of the communities we work in. All
employment decisions at Siemens are based on qualifications, merit and business
need. Bring your curiosity and creativity and help us craft tomorrow.

Find out more about Siemens
at: www.siemens.com/careers

Organization: ADVANTA

Company: Siemens Technology and Services Private Limited

Experience Level: Experienced Professional

Job Type: Full-time",Northstar Data,100500.0,Annual,Singapore,Singapore
85,iOS Developer,"Designing and building mobile applications for Apple’s iOS platform.
Collaborating with the design team to define app features.
Ensuring quality and performance of application to specifications.
Identifying potential problems and resolving application bottlenecks.
Fixing application bugs before final release.
Publishing application on App Store.
Maintaining the code and atomization of the application.
Designing and implementing application updates.
Contract length: 3-6 months
Part-time hours: 40 per week
Job Types: Full-time, Part-time, Temporary, Contract
Salary: ₹25,000.00 - ₹40,000.00 per month
Schedule:
Flexible shift
Experience:
work: 4 years (Preferred)
total work: 5 years (Preferred)
iOS: 4 years (Preferred)
Education:
Bachelor's (Preferred)
Programming Languages needed:
Objective-C (Preferred)",Cobalt Innovations,88000.0,Annual,China,Guangzhou
86,Network Administrator,"Is managing large networks and building data centers your cup of tea? Then you will thrive and grow with our IT team. We are looking for IT rock stars with a zeal to become IT managers and Senior consultants. You will build new IT infrastructure from the bottom up.
Responsibilities
Windows and Linux systems, business applications, anti-virus protection, email and authentication administration.
Perform software and application development, installation, and upgrades.
Plan and implement network security, including building Firewalls, managing host security, file permissions, backup and disaster recovery plans, file system integrity, and adding and deleting users.
Evaluate and/or recommend purchases of computers, network hardware, peripheral equipment, and software.
Install, configure, and maintain workstations, file Servers, Ethernet networks, network cabling, and other related equipment, devices, and systems; adds or upgrades and configures modems, disk drives, data acquisition boards, CD ROM units, printers, and related equipment.
Troubleshoot networks, systems, and applications to identify and correct malfunctions and other operational difficulties.
Network administration (including backup, security management, user account management, e-mail systems including e-mail web server, Internet access, office systems and applications support).
Supports server, network and desktop hardware, software and applications.
Plans, implements, and supports the network and computing infrastructure plan.
Manages small to medium sized projects according to agreed upon budgets and schedules.
Network Infrastructure design and troubleshooting; WAN and TCP/IP administration; Software/Hardware, testing, maintenance, support; and advanced end-user support.
Ability to identify and resolve computer system malfunctions and operational problems.
Ability to provide technical training to end users and learn and support new systems and applications.

Platforms/Applications
Linux, ClearOS, Windows Server 200x, Windows XP to 7, VMWare, MS Office, MS Exchange, Tally , PeopleSoft or any ERP system, LAN/WAN, WMS systems, Microsoft SQL support
Minimum Qualifications
2 year Associate’s Degree
4+ years experience PC and network support experience in a Unix/Microsoft environment.
Computing and network hardware and peripheral equipment.
Knowledge of computer and/or network security systems, applications, procedures, and techniques.
Windows Servers and desktop products.
Demonstrated ability to administer a 250+ node network including Firewalls.
Demonstrated ability to support networked printers and photocopiers.
Preferred Qualifications
Any Graduate with completion of echnical courses like GNIIT (which involves more than 1 years of technical training), MCSC,/MCSE, MCP, Red Hat Certified RHCE, VCP etc.
Experience with ClearOS, SAN/NAS.
Experience with Cloud based networks.
Minimum 2 years experience as Windows Systems Administrator
Minimum 2 years experience as a Linux Systems Administrator
Supervising or training juniors, and being the consultant for computer problems beyond the knowledge of technical support staff.",Meridian Solutions,6333.33,Monthly,Singapore,Singapore
87,Network Administrator,"Submission of MIS
Data management & system networking
Queries resolving
Application maintenance
Hardware maintenance
SQL data maintenance
Job Type: Full-time
Salary: ₹25,000.00 - ₹35,000.00 per month
Schedule:
Day shift
Supplemental Pay:
Overtime pay
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Network Administration: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)
Industry:
Medical Technician
Work Remotely:
No",SilverLine Labs,6125.0,Monthly,China,Xi'an
88,Machine Learning,"About the role
In this role you will:
Be working on all aspects of a production machine learning system. You will be acquiring data, training and building models, deploying models, building API services for exposing these models, maintaining them in production, and more.
Work on performance tuning of models
From time to time work on support and debugging of these production systems
Work on researching the latest technology in the areas of our interest and applying it to build newer products and enhancement of the existing platform.
Building workflows for training and production systems
Contribute to documentation
While the emphasis will be on researching, building and deploying models into production, you will be expected to contribute to aspects mentioned above.
About you
You are a mid-career machine learning engineer (or data scientist). Our ideal candidate is someone with 6-20 years of experience in data science.
Must Haves
You should be experienced in framing and solving problems with the application of machine learning or deep learning models.
Knowledge of and experience in computer vision. A large part of our work revolves around computer vision, and you should have worked on this in a production environment.
You have experienced that and understand that modelling is only a small part of building and delivering AI solutions and know what it takes to keep a high-performance system up and running.
Our usage of libraries and tooling is oriented around Python, Tensorflow and Pytorch, so we would want you to have a good understanding of and experience in applying these.
We build our own services, hence we would expect you to have knowledge of writing APIs.
An enthusiasm and drive to learn and assimilate the state of the art research. A lot of what we are building will require innovative approaches using newly researched models and applications.
Good to Have
Our stack also includes languages like Ruby, Go and Elixir. We would love it if you know any of these or take interest in functional programming.
Knowledge of and experience in ML Ops and tooling would be a welcome addition. We use Docker and Kubernetes for deploying our services.
Experience in using any other platform, frameworks, tools.
Other things to keep in mind
If you are interested, you also have the opportunity to mentor interns and junior team members from time to time. If you have not done this before, we will help you through coaching.
This is an opportunity to positively impact billions of people, and we hope you like it as much as we do.
Job Type: Full-time
Salary: ₹1,500,000.00 - ₹3,000,000.00 per year
Schedule:
Monday to Friday
Morning shift
Experience:
Machine Learning: 1 year (Preferred)
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)",BluePeak Networks,75000.0,Annual,China,Suzhou
89,Software Engineer,"We're changing the way enterprises think about Security. Our goal is to be the leading cloud security and analytics platform globally. It's time for smart cloud/web security, we innovate the way security is done, i.e. that we provide a cloud-based service as opposed to traditional on-prem solutions. Our patented Cloud XD technology eliminates blind spots by going deeper than any other security provider to quickly target and control activities across thousands of cloud services and millions of websites. With full control from our cloud, our customers benefit from 360-degree data protection that guards data everywhere and advanced threat protection that stops elusive attacks. At Netskope, we call this smart cloud security.

Netskope is the leader in cloud security. We believe that people and companies should be able to collaborate without limits, working safely across the cloud, web, devices, and locations. Our corporate leadership is clear, open, and honest, leaders share what's happening in the company, and all employees make a big impact. Recognized as a leader in Gartner's Magic Quadrant, on Glassdoor and Fortune Magazine as one of the top 100 cloud companies in the world, and as one of the three fastest-growing cybersecurity companies, Netskope is a fast-moving company built to be the strategic enterprise security partner for a long time to come. Netskope is headquartered in Santa Clara, California. Visit us at www.netskope.com and follow us on Twitter@NetskopeandFacebook.

Within Netskope Engineering department, Security Services organization is responsible for building core security products and features, such as Data Loss Prevention, Malware and Threat Prevention, Cloud Confidence Index, Breach and Anomaly Detection. We apply Artificial Intelligence and Machine Learning technologies across Netskope cloud security platform. We are looking for talented software engineers to join a newly created security efficacy engineering team. A successful candidate has deep technical expertise in malware detection, URL filtering, web security, threat modeling, and SaaS/IaaS security product development. You will have the opportunity to work with a team of talented engineers, researchers and data scientists to solve the most challenging cloud security problems.

Responsibilities:
Discover , analyse and provide mitigation for latest security threats and malware.
Design, develop, test and productize security content updates across multiple security product lines.
Ensure continuous high efficacy on all Netskope products, through well designed internal testing and collaboration with 3rd-party testing agencies.
Respond to customer escalations. Cover latest threat discovered. Ensure the detection of Netskope threat protection.
Work closely with data scientists, threat researchers, software engineers and QE engineers ensure our solutions deliver continuous security values to end customers.
Be an evangelist of secure SDLC within the company.
Collaborate with data analytics team to define new platform requirements and continuously improve our horizontally scalable data lake.
Qualifications/Requirements:
First of all, must have true startup spirit. Be willing to wear multiple hats and deliver end-to-end.
Ability of thinking out-of-box and evaluating results based on customer value.
Experience in developing security content updates (e.g. Yara), threat response, and working with threat intelligence feeds.
Industry experience in at least one of the following fields: modern malware detection technologies, URL filtering, IDS/IPS, ML-based anomaly detection technologies.
Threat research and reverse engineering experience highly desirable.
Data mining and machine learning experience highly desirable.
Proficient in at least one of these programming languages: Python, Java, C/C++.
Working knowledge of SQL and NoSQL databases.
Working knowledge of big data platform highly desirable.
Energetic self-starter, with the desire to work in a dynamic fast-paced environment.
Excellent verbal and written communication skills.
Ability to influence without authority.
BS in Computer Science or equivalent technical degree required, MS preferred
#LI-GS1",NexaBridge Digital,121500.0,Annual,Singapore,Singapore
90,Database Administrator,job code 403033 staff assistant iii duty & responsibility reporting director technology transaction position assist coordination otd ’ agreement processing function utilizing central departmental system position primarily responsible performing broad range project assignment administrative/clerical duty including interpretation preparation entry editing reporting data related executed agreement responsibility include limited support internal approval process sponsored research agreement includes coordinating multiple university stakeholder otd transaction team ensure research proposal compliant harvard research policy support management otd ’ relationship university research administration office including account set-up university research administration office track manages execution sponsored research agreement uploading university database support management execution license agreement serf primary contact liaison obtaining signature agreement party input data department agreement intake form review edits maintains variety data record central system answer inquiry provides information supervisor otd staff needed basis prepares assist preparing various administrative report performs task special project assigned assist general office support task needed 5-year term position basic qualification three year related similar experience education beyond high school may count towards experience competency using variety computer software including word-processing data entry spreadsheet database software knowledge experience additional qualification college degree strongly preferred must flexible detail oriented able prioritize handle multiple task simultaneously must self-motivated committed working part team must posse excellent written oral communication skill demonstrates sound judgment applying established procedure correctly determining refer problem supervisor additional information 5-year term position job function general administration sub-unit office president provost location usa - - cambridge department otd time status full-time union 55 - hvd union cler & tech worker salary grade 053 appointment end date 14-may-2023 pre-employment screening criminal identity schedule full-time monday friday 35 hour per/wk eeo statement equal opportunity employer qualified applicant receive consideration employment without regard race color religion sex national origin disability status protected veteran status gender identity sexual orientation pregnancy pregnancy-related condition characteristic protected law,Meridian Systems,6000.0,Monthly,China,Xi'an
91,Full Stack Developer,360insights culture driven simple concept – happiness believe happiness make better business better world know make difference team serf client awarded “ best workplace canada ” great place work® institute rocking net promoter score 88 360insights redefining client experience ton fun process ! seeking full stack developer join farmington hill – michigan based development team candidate part team responsible delivering roadmap channel success platform position top brand world pushing mission critical data system confronted amazing challenge building platform scale impressive growth constant need innovation help u design implement api platform push 360insights next level responsibility build rest-style apis angular / web api continuously improve quality code help peer peer review refactoring automated testing etc constantly learn identify integrate high quality library solve problem ’ reinvent wheel automate deployment microsoft application system configuration security setting qualification degree computer science software engineering related discipline minimum 5 year full-time server-side experience writing production-quality code solid foundation javascript experience writing sql query windows/linux server experience experience test driven development domain driven design distributed system preferred experience c .net angular microservices asset company overview 360insights focused constant innovation delivering informed approach world consumer sale channel incentive management offering industry-leading technology combined uncompromising personalized customer service customer among world ’ leading brand actively seek partner company want show leadership offering incentive rebate program engage motivate channel building customer loyalty offering easy efficient way redeem claim company partner community member ’ focused making difference business done world large information visit www.360insights.com,QuantumLeaf Data,71000.0,Annual,Singapore,Singapore
92,Wordpress Developer,"Job Location: * Phase 8B, Industrial Area, Mohali
\*1-3 Years’ experience with web development and with WordPress
Experience in HTML/CSS
1-3 Years’ experience with web development and WordPress required
Experience in PHP
JavaScript and any particular librarysuch as jQuery
Knowledge of WordPress REST API would be a plus
Strong communication skills and the ability to work independently and as part of a team required.
We can arrange for telephonic interview first if you are interested in the job.
IMPORTANT: *IF YOU ARE LOOKING FOR A REMOTE JOB - PLEASE DON'T APPLY
Job Type: Full-time

Salary: ₹10,000.00 - ₹30,000.00 per month

Experience:
WordPress: 1 year (Preferred)
work: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Location:
Mohali, Punjab (Preferred)",BluePeak Technologies,105500.0,Annual,Singapore,Singapore
93,JavaScript Developer,"Software Engineer: Javascript

About Naehas

Join a pre-IPO, fast-paced, rapidly growing software as a service company based in Silicon Valley. Naehas is a marketing offer and content orchestration platform that supports some of the largest consumer brands in the world. Our customers include four of the top six banks and market leaders in media, communication and insurance.

We’re expanding our office in the Gurugram area (India) and would like to fill it with team members who value autonomy, collaboration and meaningful work. Our recipe for success is very simple - “Passionate and happy employees translate into happy customers and a world-class product”.

About the Position

We are seeking to hire a passionate Software Engineer to build features for our flagship naehas’ Platform.

Basic Requirements:

Hands on with AngularJS or EmberJS JavaScript Development Framework
JavaScript developer with at least 1 Yr hands-on experience.
Understanding of HTML5 Features and its development
Hands on BackBoneJS, Framework 7, KnockoutJS is Plus.
Solid knowledge of javascript and css3, bootstrap.
Prior experience working on enterprise web applications is a plus.
Knowledge of working with RESTFul API's
Needs to be able to produce code in a fast paced environment.
Strong problem solving and debugging skills required. -
Preferred Qualifications:

Leading individual projects/sub-projects.
Leading team of 2-6 members.
Computer Science degree from a selective university.

Naehas is a company of people committed to:

Providing the Customer with the finest software backed by consistently top-quality service.
Delivering our software and services efficiently, thus ensuring fair prices to the Customer and a sound investment for the shareholder.
Treating the Customer as we expect to be treated –putting the Customer first every day -and meaning it.
Being leaders in innovation, quality, efficiency, and Customer satisfaction. Being known for doing the little things and the big things well.
Insisting on an inclusive environment where every single person is given the encouragement, support, and opportunity to be successful.
Expecting and accepting from ourselves nothing short of the best. Remembering that each of us makes the unassailable difference.

Naehas is a company of people who expect to:

Be treated fairly. • Work hard in an environment absolutely committed to excellence and Customer satisfaction.
Work with people who respect each other as important individuals. • Have meaningful work to do and the education, equipment, and support to do it.
Know what is required of them and be kept candidly informed of their performance and progress.
Be judged individually by the quality and consistency of their effort, enthusiasm, honesty, and results.
Be encouraged to offer suggestions and ideas with the understanding that each will be promptly considered and responded to; be able to reasonably speak their minds.
Receive ample information about the company’s plans, activities, and results. If these values resonate with you then we look forward to meeting you.

If these values resonate with you then we look forward to meeting you. Here’s what we have to offer you as a team member at Naehas:

Competitive salary package that will continue to grow as you gain experience.
A full suite of benefits including health insurance, team parties, outdoor tours, and much more.
A casual workplace that appreciates and respects each employee's ideas.
The agility of a growing and profitable start-up environment building marketing solutions for the largest Fortune 50 customers.
Mentor-ship by some fabulous engineers with a track record of delivering major pieces of software for both large companies and successful startups.
Flexible work arrangements.",Aster Ventures,79000.0,Annual,China,Chengdu
94,JavaScript Developer,"Roles and responsibilities for Job Opening for JavaScript

: Role : Application Developer Role Description : Design, build and configure applications to meet business process and application requirements. Must have Skills : Ext JS Good to Have Skills : No Technology Specialty Job Requirements : Key Responsibilities : -Design and code from specifications, analyzes, evaluates, tests, debugs - Uses coding methods in specific programming languages to initiate or enhance program execution and functionality - Participate in the evaluation, recommendation, and selection of hardware and software - Research/analyze data processing functions, methods and procedures - Monitor program execution for expected performance Requires a bachelors degree in area of specialty and at 5 years of experience in the field or in a Technical Experience : Strong Experience on Java Script , Ext JS 4/5/6 Should have experience in JSON, Design Patterns Have led/done Developments in mobile or desktop applications Professional Experience : Approx 7-9 years of experience Strong understanding of Design Patterns MVC, MVVM Strong verbal and written communication skills Well versed with version control tools Proactive attitude to problem resolution Able to perform a detailed Impact analysis Capable to perform code reviews and provide co Educational Qualification: Additional Info :

Job Details
Job Role
: All Roles
Industry Sector
: IT-Software/Software Services
Functional Area
: All Functions
Desired Profile
Profile Description
:N/A
Experience
: 3 - 10 (Years)
.
.
Education Details
UG Course
: B.Tech/B.E
UG Specialization
: N/A
PG Course
: M.Tech
PG Specialization
: N/A",Northstar Labs,105500.0,Annual,China,Suzhou
95,Backend Developer,"Experience in Need rest, PHP, Aws or Google cloud.
Knowledge of MY sql, PHP framework and angular is a plus.

Experience - 1.5 to 3 years

Qualification - BE / B. Tech/BSC/MCA/BCA

Location - Pune

Salary - Upto 45000/- per month

12 months contractual bond

Contract length: 12 months

Job Types: Full-time, Contract

Salary: Up to ₹45,000.00 per month

Schedule:
Flexible shift
Experience:
API's like REST and SOAP: 2 years (Preferred)
PHP, Aws or Google cloud: 2 years (Preferred)
Education:
Bachelor's (Preferred)",LumaCore Software,118500.0,Annual,Singapore,Singapore
96,DevOps Engineer,"Job Details
Requirement Type Permanent
Job Title Opening for Devops Engineer
Job Level Executive - Non-Managerial
Job Description Devops Engineer
No. of Openings 10
Job Domain IT
Experience - Minimum No.Of Years 3.0
Experience - Maximum No.Of Years 6.0
Degree B.E
Specialisation Computer Science
Skills Devops Engineer
Expected Date Of Joining 2020-11-16
Joining Time 15 Days
Salary 40000
Work Locations Chennai
Required Skills
Devops Engineer",Zenith Systems,76000.0,Annual,Singapore,Singapore
97,PHP Developer,"We are looking for a PHP Developer who is dedicated to the craft, writes code that they are proud of, and can hit the ground running.
Requirements
Proven software development experience in PHP
Understanding of open source projects like Joomla, Drupal, Wikis, osCommerce, etc
Demonstrable knowledge of web technologies including HTML, CSS, Javascript, AJAX, etc
Good knowledge of relational databases, version control tools, and developing web services
Experience in common third-party APIs (Google, Facebook, eBay, etc)
Passion for best design and coding practices and a desire to develop new bold ideas
BS/MS degree in Computer Science, Engineering or a related subject
Job Type: Full-time
Salary: ₹12,000.00 - ₹45,000.00 per month
Schedule:
Day shift
Monday to Friday
Night shift
Supplemental Pay:
Overtime pay
Performance bonus
Shift allowance
Experience:
PHP: 1 year (Required)
Programming Languages needed:
PHP (Preferred)
Work Remotely:
No
Speak with the employer
+91 9814155526",Meridian Ventures,87500.0,Annual,Singapore,Singapore
98,Network Administrator,"Desired Qualification & Experience 1. B.Tech / Any Graduate
Experience: 2 to 4 years.
Job Profile
1.Experience on 6500, 3560, 2960 Cisco switches and configuration and troubleshooting.
2.Experience on Fortigate firewall
3.Should have knowledge on Basic Hardware and Networking.
4.CCNA, CCNP preference
5.Having Basic knowledge on wireless and call manager.

Location Hyderabad
Division IT
Department Support Services
Interested Candidates can drop your CV at hr.accounts@vimta.in and hr.it@vimta.in",LumaCore Systems,4583.33,Monthly,Singapore,Singapore
